Name,Play Number,QB Comment,Series,Down,Distance,Field Position,Gain,Personnel,The_Play,Formation,Motion,Play,Run Concept,Pass Concept,R/P,Pass Result,QB#,J#,EFF
"07 NCCR OFF vs. NCEA (10/21/23), Play 062",62,MISSED FG,11,2,4,-32,6,12,(P) DOT LT Z-IN ROACH,DOT,IN-Z,ROACH,ROACH-LEECH,,R,,4,13,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 063",63,MISSED FG,11,1,10,-38,4,12,HAC FLANK LT S. LA GRONK HERO (CK. LION OLY),FLANK,AC-H,LION OLY,BEAR-LION OMAR,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 064",64,MISSED FG,11,2,6,-42,40,11,TRAIN RT H-BACK N. LA GRONK X-CATS,TRAIN,BACK-H,N. LA GRONK X-CATS,,GRONK,P,C,4,18,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 065",65,MISSED FG,11,1,10,18,6,12,DOT RT Z-DBL JET LEECH Y-CULDESAC,DOT,DBL JET-Z,LEECH Y-CULDESAC,ROACH-LEECH,,R,,4,4,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 066",66,MISSED FG,11,2,4,12,0,12,DEUCE LT SLOT LION OLY CHECK (CK. BEAR OMAR),DEUCE,,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 067",67,MISSED FG,11,3,4,12,,12,TRAIN LT OFF OX TIGER WALL,TRAIN,,TIGER WALL,BENGAL-TIGER WALL,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 068",68,PUNT,12,0,10,-38,1,12,DOT LT BEAR OMAR CHECK,DOT,,BEAR OMAR,BEAR-LION OMAR,,R,,4,4,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 069",69,PUNT,12,2,9,-39,5,12,(U) FLANK RT WOLF RENO H-INSERT,FLANK,,WOLF RENO H-INSERT,,,P,C,4,81,Y
"07 NCCR OFF vs. NCEA (10/21/23), Play 070",70,PUNT,12,3,4,-44,2,12,DEUCE RT SLOT LION OLY CHECK,DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,13,N
"07 NCCR OFF vs. NCEA (10/21/23), Play 071",71,END OF GAME,13,0,10,-31,-1,22-Z,VICTORY,VICTORY,,VICTORY,VICTORY,,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 001",1,FIELD GOAL,1,0,10,-25,5,13-Z,I LT TITE S. SCUBA R-ALLEY,I,,S. SCUBA R-ALLEY,SCUBA ALLEY,,R,,4,35,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 002",2,FIELD GOAL,1,2,5,-30,0,11,(P) FIB DOUBLE LT OFF H-BACK SPIDER BOOK ALLEY,DOUBLE,BACK-H,SPIDER BOOK ALLEY,BEETLE-SPIDER BOOK ALLEY,,R,,4,4,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 003",3,FIELD GOAL,1,3,5,-30,10,11,ROCKY TROLLY RT 1 N. STAPLES,TROLLY,,N. STAPLES,PENCIL-PAPER,STAPLES,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 004",4,FIELD GOAL,1,1,10,-40,10,12,JUMP FIB TRAIN LT OFF STEEL PAGE,TRAIN,,STEEL PAGE,IRON-STEEL PAGE,,R,,4,13,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 005",5,FIELD GOAL,1,1,10,50,4,12,TRIPS RT Z-TOPGUN ROACH H-TRAIL,TRIPS,TOPGUN-Z,ROACH Y-TRAIL,ROACH-LEECH,,R,,4,13,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 006",6,,1,2,6,46,,12,JUMP TRAIN RT N. TIRE OMAR,TRAIN,,N. TIRE OMAR,TIRE OMAR,,R,,4,13,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 007",7,FIELD GOAL,1,1,10,31,0,12,FIB TRAIN LT OFF S. LAKERS PAGE HOG X-SLANT,TRAIN,,S. LAKERS PAGE HOG X-SLANT,,HOG SLANT-X,P,I,11,18,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 008",8,FIELD GOAL,1,2,10,31,9,12,FIB FLANK RT X-BOMBER BEETLE,FLANK,BOMBER-X,BEETLE,BEETLE-SPIDER,,R,,11,13,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 009",9,FIELD GOAL,1,3,1,22,0,12,NINER SCUBA,DEUCE,,NINER SCUBA,BEETLE-SPIDER QK,,R,,11,13,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 010",10,FIELD GOAL,1,4,1,22,2,12,YAC TRAIN RT THURSDAY (CK BEETLE HERO),TRAIN,AC-Y,BEETLE HERO,BEETLE-SPIDER,HERO,R,,11,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 011",11,FIELD GOAL,1,1,10,20,0,21,THIEF RT BILLY WIDE RAMBO BENGAL GRONK X-STUTTER,THIEF,,RAMBO BENGAL GRONK X-STUTTER,,GRONK STUTTER-X,P,I,11,18,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 012",12,FIELD GOAL,1,2,10,20,3,21P,(P) NEAR RT OX ROACH H-ALLEY,NEAR,,ROACH H-ALLEY,ROACH-LEECH ALLEY,,R,,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 013",13,FIELD GOAL,1,3,7,17,0,11,HAC TRAIN RT JILL CHIP H-TOOTSIE X-DIG,TRAIN,AC-H,JILL CHIP H-TOOTSIE X-DIG,,TOOTSIE-H DIG-X,P,I,11,10,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 014",14,DOWNS,2,0,10,-25,3,21,(P) FIB TRAIN RT OFF WIDE BENGAL,TRAIN,,BENGAL,BENGAL-TIGER,,R,,4,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 015",15,DOWNS,2,2,7,-28,4,21,TRAIN RT BILLY WIDE BEETLE,TRAIN,,BEETLE,BEETLE-SPIDER,,R,,4,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 016",16,DOWNS,2,3,3,-32,7,21,HOPPY NEAR LT LEECH STREET X-CRACK,NEAR,HOPPY,LEECH STREET X-CRACK,ROACH-LEECH,,P,C,4,35,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 017",17,DOWNS,2,1,10,-39,-1,21,(P) FIB DEUCE LT OFF LEECH MIKE,DEUCE,,LEECH MIKE,ROACH-LEECH MIKE,,R,,4,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 018",18,DOWNS,2,2,11,-38,8,12,FIB TRAIN RT OFF BEETLE STRAIGHT,TRAIN,,BEETLE STRAIGHT,BEETLE-SPIDER,,P,C,4,18,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 019",19,DOWNS,2,3,3,-46,2,12,(P) DEUCE RT OFF H-TOPGUN BEETLE Y-STREAM,DEUCE,TOPGUN-H,BEETLE Y-STREAM,BEETLE-SPIDER,,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 020",20,DOWNS,2,4,1,-48,2,13-Z,TRIPS LT TITE N. SCUBA,TRIPS,,N. SCUBA,SCUBA,,R,,4,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 021",21,DOWNS,2,1,10,50,0,11,DAFFY RT Y-IN N. LA GRONK,DAFFY,IN-Y,N. LA GRONK,,GRONK,P,I,4,,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 022",22,DOWNS,2,2,10,50,-6,11,(P) TRAFFIX LT X-BACK SPIDER WALL R-SEAL ALLEY,TRAFFIX,BACK-X,SPIDER WALL R-SEAL ALLEY,BEETLE-SPIDER WALL SEAL ALLEY,,R,,4,3,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 023",23,DOWNS,2,3,16,-44,13,11,TAFFY RT THURSDAY (CK. Y-IN ROCK X-BULLS),TAFFY,IN-Y,ROCK X-BULLS,,BULLS-X,P,C,4,3,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 024",24,DOWNS,2,4,3,43,2,11,(P) TRAIN LT OFF H-TWIRL BEETLE Y-TRAIL,TRAIN,TWIRL-H,BEETLE Y-TRAIL,BEETLE-SPIDER,,R,,4,26,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 025",25,FIELD GOAL,3,0,10,-25,7,21P,(P) NEAR RT OX ROACH H-ALLEY,NEAR,,ROACH H-ALLEY,ROACH-LEECH ALLEY,,R,,4,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 026",26,FIELD GOAL,3,2,3,-32,13,21P,(P) NEAR RT OX SQUEEZE BEAR VEGAS H-SLIDE RAIL Z-SHALLOW,NEAR,,BEAR VEGAS H-SLIDER RAIL Z-SHALLOW,,SLIDE RAIL-H SHALLOW-Z,P,C,4,19,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 027",27,FIELD GOAL,3,1,10,-45,,12,FIB FEDEX LT N. CALI Z-SKI,FEDEX,,N. CALI SKI,,SKI-Z,P,I,4,,
"08 NCCR OFF vs. FLAT (10/27/23), Play 028",28,FIELD GOAL,3,2,19,-36,7,12,(P) FIB FLANK RT Z-JET ROACH STREET,FLANK,JET-Z,ROACH STREET,ROACH-LEECH,,P,C,4,86,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 029",29,FIELD GOAL,3,3,12,-43,11,12,ROCKY H-TORCH LT A N. STAPLES,TORCH,,N. STAPLES,PENCIL-PAPER,STAPLES,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 030",30,FIELD GOAL,3,4,1,46,18,21,FIRE SNEAKER,TRIX,YAHOO,FIKE SNEAKER,SNEAKER,,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 031",31,FIELD GOAL,3,1,10,28,0,12,FLANK LT X-JET WOLF BOSS RENO Y-SHALLOW Z-CORNER,FLANK,JET-X,WOLF BOSS RENO Y-SHALLOW Z-CORNER,,SHALLOW-Y CORNER-Z,P,I,4,19,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 032",32,FIELD GOAL,3,2,10,28,3,21,FIB FLANK RT X-JET ROACH CUT,FLANK,JET-X,ROACH CUT,ROACH-LEECH CUT,,R,,4,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 033",33,FIELD GOAL,3,3,7,25,-1,11,(P) FIB DOUBLE RT OFF H-BOOMERANG SPIDER Y-TRAIL,DOUBLE,BOOMERANG-H,SPIDER Y-TRAIL,BEETLE-SPIDER,,P,C,4,18,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 034",34,PUNT,4,0,10,-36,11,13-X,JUMP TRAIN LT BILLY S. TRUCK,TRAIN,,S. TRUCK,TRUCK,,R,,4,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 035",35,PUNT,4,1,10,-47,1,13-X,TRAIN RT BILLY THURSDAY (CK. BEETLE),TRAIN,,BEETLE,BEETLE-SPIDER,,R,,4,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 036",36,PUNT,4,2,9,-48,4,12,(U) DOT LT Z-IN WOLF RENO Z-SLIDE H-TARDY,DOT,IN-Z,WOLF RENO Z-SLIDE H-TARDY,,SLIDE-Z TARDY-H,P,C,4,19,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 037",37,PUNT,4,3,5,48,0,11,YAC DUAL RT ROCK U-TURN LOOKIE,DUAL,AC-Y,ROCK U-TURN LOOKIE,,U-TURN LOOKIE,P,C,4,19,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 038",38,PUNT,5,0,10,-25,,11,DAFFY LT Y-IN LOAD Y-DELAY ANKLE,DAFFY,IN-Y,LOAD Y-DELAY ANKLE,,DELAY-Y ANKLE,,,11,,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 039",39,PUNT,5,1,15,-20,7,11,DAFFY LT Y-IN LOAD Y-DELAY ANKLE,DAFFY,IN-Y,LOAD Y-DELAY ANKLE,,DELAY-Y ANKLE,P,C,11,18,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 040",40,PUNT,5,2,8,-27,5,11,TRAIN RT OFF LOAD PIN SPROLES,TRAIN,,LOAD PIN SPROLES,,PIN SPROLES,P,C,11,18,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 041",41,PUNT,5,3,3,-32,0,11,BUMP TRAIN LT S. SPRINT SMASH,TRAIN,,S. SPRINT SMASH,,SMASH,P,I,11,10,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 042",42,TOUCHDOWN,6,0,10,45,,12,YAC TRAIN RT IRON PAGE (CK. BEETLE),TRAIN,AC-Y,BEETLE,BEETLE-SPIDER,,R,,11,0,
"08 NCCR OFF vs. FLAT (10/27/23), Play 043",43,TOUCHDOWN,6,1,20,-45,18,12,HAC FLANK LT S. LA GRONK HERO,FLANK,AC-H,S. LA GRONK HERO,,GRONK HERO,P,C,11,81,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 044",44,TOUCHDOWN,6,2,2,37,5,12,TRAIN RT BILLY N. TRUCK,TRAIN,,N. TRUCK,TRUCK,,R,,11,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 045",45,TOUCHDOWN,6,1,10,32,1,12,TRAIN LT OFF SPIDER HERO,TRAIN,,SPIDER HERO,BEETLE-SPIDER,HERO,R,,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 046",46,TOUCHDOWN,6,2,9,31,4,12,YAC FIB TRAIN RT N. LAKERS PAGE HOG X-SLANT,TRAIN,AC-Y,N. LAKERS PAGE HOG X-SLANT,,HOG SLANT-X,P,C,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 047",47,TOUCHDOWN,6,3,5,27,17,12,FIB DOLPHIN LT Y-IN LOAD Y-DELAY ANKLE,DOLPHIN,IN-Y,LOAD Y-DELAY ANKLE,,DELAY-Y ANKLE,P,C,11,10,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 048",48,TOUCHDOWN,6,1,10,10,10,13-X,TRAIN RT BILLY WIDE N. TRUCK VEGAS Y-SHALLOW,TRAIN,,N. TRUCK VEGAS Y-SHALLOW,,SHALLOW-Y,P,C,11,81,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 049",49,FIELD GOAL,7,0,10,-47,15,12,DOT RT Z-JET ROACH Z-SLICE,DOT,JET-Z,ROACH Z-SLICE,ROACH-LEECH SLICE,,R,,11,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 050",50,FIELD GOAL,7,1,10,38,4,13-X,FIB TRAIN RT BILLY N. TRUCK,TRAIN,,N. TRUCK,TRUCK,,R,,11,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 051",51,FIELD GOAL,7,2,6,34,11,13-X,FIB TRAIN RT BILLY BENGAL EDGE,TRAIN,,BENGAL EDGE,BENGAL-TIGER EDGE,,R,,11,21,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 052",52,FIELD GOAL,7,1,10,23,3,13-X,DOT LT Z-JET LEECH Z-SLICE,DOT,JET-X,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 053",53,FIELD GOAL,7,2,7,20,-6,13-X,BUMP FLANK LT S. LA GRONK HERO,FLANK,,S. LA GRONK HERO,,GRONK HERO,P,,11,11,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 054",54,FIELD GOAL,7,3,13,26,0,11,HAC TRAIN RT JILL CHIP H-TOOTSIE X-DIG,TRAIN,AC-H,JILL CHIP H-TOOTSIE X-DIG,,TOOTSIE-H DIG-X,P,I,11,10,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 055",55,PUNT,8,0,10,-25,0,13-X,YAC FIB TRAIN LT BILLY TIGER EDGE,TRAIN,AC-Y,TIGER EDGE,BENGAL-TIGER EDGE,,R,,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 056",56,PUNT,8,2,10,-25,9,13-X,DOT LT Z-JET LEECH Z-SLICE,DOT,JET-Z,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,11,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 057",57,PUNT,8,3,1,-34,1,13-X,NINER BUG,TRAIN,,NINER BUG,BEETLE-SPIDER QK,,R,,11,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 058",58,PUNT,8,1,10,-35,-7,12,FLEX RT H-IN N. LA CLIPPER LOOKIE,FLEX,IN-H,N. LA CLIPPER LOOKIE,,CLIPPER LOOKIE,P,,11,11,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 059",59,PUNT,8,2,17,-28,2,12,DUAL RT OFF A R-HOME ROCK Y-DELAY ANKLE,DUAL,,ROCK Y-DELAY ANKLE,,DELAY-Y ANKLE,P,C,11,18,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 060",60,PUNT,8,3,15,-30,0,11,YAC TROLLY LT ROSE,TROLLY,AC-Y,ROSE,,,P,I,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 061",61,PUNT,9,0,10,-12,2,12,TRAIN LT OFF OX AKRON MAG,TRAIN,,AKRON MAG,CLEVELAND-AKRON MAG,,R,,4,4,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 062",62,PUNT,9,2,8,-14,-4,12,DOLPHIN RT FLY S. ERASER GOTTI,DOLPHIN,,S. ERASER GOTTI,PENCIL-PAPER,ERASER GOTTI,R,,4,4,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 063",63,PUNT,9,3,12,-10,0,11,YAC TRAIN LT S. GOLFER SAIL,TRAIN,AC-Y,S. GOLFER SAIL,,GOLFER SAIL,P,I,4,21,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 064",64,DOWNS,10,0,10,-25,5,12,TRAIN RT OFF BEETLE HERO,TRAIN,,BEETLE HERO,BEETLE-SPIDER,,P,C,11,86,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 065",65,DOWNS,10,2,5,-30,0,12,TRAIN LT BILLY THURSDAY (CK. ROCK SPACING ROD),TRAIN,,ROCK SPACING ROD,,SPACING ROD,P,I,11,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 066",66,DOWNS,10,3,5,-30,2,12,FLEX RT H-IN ROCK SPIT SLICK,FLEX,IN-H,ROCK SPIT SLICK,,SPIT SLICK,R,,11,11,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 067",67,DOWNS,10,4,3,-32,14,12,(U) FIB TRIPS RT OX X-JET N. LOOPER Z-CORNER,TRIPS,JET-X,N. LOOPER Z-CORNER,,LOOPER CORNER-Z,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 068",68,DOWNS,10,1,10,-46,0,12,DOT RT JACK Y-PUNCH DANCER,DOT,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,I,4,,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 069",69,DOWNS,10,2,10,-46,0,12,TRAIN LT OFF S. SPRINTY SMASH (CK. BEETLE SLIP),TRAIN,,BEETLE SLIP,BEETLE-SPIDER SLIP,,R,,4,21,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 070",70,DOWNS,10,3,10,-46,4,12,TRAIN LT BILLY N. SPEEDO,TRAIN,,N. SPEEDO,SPEEDO,,R,,4,4,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 071",71,DOWNS,10,4,6,-49,9,11,FIB DOLPHIN LT Y-IN LOAD Y-DELAY ANKLE,DOLPHIN,IN-Y,LOAD Y-DELAY ANKLE,,DELAY-Y ANKLE,P,C,4,10,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 072",72,DOWNS,10,1,10,42,-8,11,DUAL RT JACK Z-DRIVE STAR,DUAL,,JACK Z-DRIVE STAR,,DRIVE-Z STAR,P,,4,4,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 073",73,DOWNS,10,2,18,50,0,11,TROLLY LT Y-IN S. GOLFER SAIL,TROLLY,IN-Y,S. GOLFER SAIL,,GOLFER SAIL,P,I,4,10,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 074",74,DOWNS,10,3,18,50,-2,11,Z-TANGO RT JACK RICK WRANGLE SPEAR,TANGO,,JACK RICK WRANGLE SPEAR,,WRANGLE SPEAR,R,,4,4,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 075",75,DOWNS,10,4,20,-48,-15,11,Z-TANGO RT LIZZY SPEAR,TANGO,,LIZZY SPEAR,,SPEAR,p,,8,8,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 076",76,END OF GAME,11,0,10,-21,8,11,TRAIN RT OFF BEETLE HERO,TRAIN,,BEETLE HERO,BEETLE-SPIDER,,R,,6,0,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 077",77,END OF GAME,11,2,2,-29,3,11,DUAL RT OFF SPIDER STREET,DUAL,,SPIDER STREET,BEETLE-SPIDER,,P,C,6,17,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 078",78,END OF GAME,11,1,10,-32,2,11,TRAIN RT BEETLE HERO,TRAIN,,BEETLE HERO,BEETLE-SPIDER,HERO,R,,6,0,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 079",79,END OF GAME,11,2,8,-34,10,11,TRAIN RT OFF BEETLE STRAIGHT,TRAIN,,BEETLE STRAIGHT,BEETLE-SPIDER,,R,,6,6,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 080",80,END OF GAME,11,1,10,-44,19,11,DUAL RT OFF IRON Z-POP,DUAL,,IRON Z-POP,IRON-STEEL,,P,C,6,88,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 081",81,END OF GAME,11,1,10,37,0,11,TRAIN RT OFF JILL H-DRIVE DANCER,TRAIN,,JILL H-DRIVE DANCER,,DRIVE-H DANCER,P,I,6,2,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 082",82,END OF GAME,11,2,10,37,8,11,TRAIN RT OFF N. SPRINTY SMASH,TRAIN,,N. SPRINTY SMASH,,SMASH,P,C,6,88,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 083",83,END OF GAME,11,3,2,29,0,11,DAFFY RT Y-IN IRON Z-POP,DAFFY,IN-Y,IRON Z-POP,IRON-STEEL,,R,,6,26,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 084",84,END OF GAME,11,4,2,29,12,11,DAFFY RT Y-IN ROCK U-TURN LOOKIE,DAFFY,IN-Y,ROCK U-TURN LOOKIE,,U-TURN LOOKIE,P,C,6,15,Y
"08 NCCR OFF vs. FLAT (10/27/23), Play 085",85,END OF GAME,11,1,10,17,0,11,911,DOLPHIN,,911,,911,P,I,6,88,N
"08 NCCR OFF vs. FLAT (10/27/23), Play 086",86,END OF GAME,11,2,10,17,15,11,DUAL RT NASTY JACK CLIPPER DRACO,DUAL,,JACK CLIPPER DRACO,,CLIPPER DRACO,R,,6,6,Y
"09 NCCR OFF vs. OKTU (11/04/23), Play 001",1,PUNT,1,0,10,-18,-2,13-Z,(P) NEAR LT TITE RAMBO N. CINCY FLEA FLICKER,NEAR,,N. CINCY FLEA FLICKER,,FLEA FLICKER,R,,11,0,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 002",2,PUNT,1,2,12,-16,0,12,FIB FLANK RT X-BOMBER SPIDER Z-POP,FLANK,BOMBER-X,SPIDER Z-POP,BEETLE-SPIDER,,P,I,11,19,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 003",3,PUNT,1,3,12,-16,0,11,TROLLY LT Y-PLANE BEETLE CUT,TROLLY,PLANE-Y,BEETLE CUT,BEETLE-SPIDER CUT,,R,,11,0,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 004",4,PUNT,2,0,10,-15,3,21,(P) DEUCE LT OFF H-JET S. PITT,DEUCE,JET-H,S. PITT,PITT,,R,,11,0,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 005",5,PUNT,2,2,7,-18,4,21,FIB THIEF LT BILLY Z-TOPGUN LEECH CUT X-STICK,THIEF,TOPGUN-Z,LEECH CUT X-STICK,ROACH-LEECH CUT,STICK-X,R,,11,0,Y
"09 NCCR OFF vs. OKTU (11/04/23), Play 006",6,PUNT,2,3,3,-22,19,12,FLOUNDER LT A CLASSY R-HOME LOAD Z-RAILROAD,FLOUNDER,,LOAD Z-RAILROAD,,RAILROAD-Z,P,C,11,0,Y
"09 NCCR OFF vs. OKTU (11/04/23), Play 007",7,PUNT,2,1,10,-41,0,12,YAHOO FLANK LT S. PITT FOLLOW,FLANK,YAHOO,S. PITT FOLLOW,PITT FOLLOW,,R,,6,6,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 008",8,PUNT,2,2,10,-41,5,12,DEUCE LT SQUEEZE QK F-JILL HERO SPACING,DEUCE,,QK F-JILL HERO SPACING,,HERO SPACING,P,SR,11,11,Y
"09 NCCR OFF vs. OKTU (11/04/23), Play 009",9,PUNT,2,3,5,-46,0,12,HAC H-TANGO RT ROCK Y-STICK Z-SPOON,TANGO,AC-H,ROCK Y-STICK Z-SPOON,,STICK-Y SPOON-Z,P,I,11,18,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 010",10,PUNT,3,0,10,-25,1,13-X,HAC FIB DOLPHIN RT CLASSY S. TEXAS MAX H-TSUNAMI,DOLPHIN,AC-H,S. TEXAS MAX H-TSUNAMI,,TSUNAMI-H,P,SR,11,11,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 011",11,PUNT,3,2,9,-26,4,13-F,HAC FIB DEUCE RT SLOT Z-PLANE LEECH SLICE,DEUCE,AC-H,LEECH SLICE,ROACH-LEECH SLICE,,R,,11,0,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 012",12,PUNT,3,3,5,-30,0,11,DAFFY LT SQUEEZE Y-IN F-JILL COAT X-DANGLE,DAFFY,IN-Y,F-JILL COAT X-DANGLE,,COAT DANGLE-X,P,DROP,11,18,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 013",13,PUNT,4,0,10,-22,0,12,YAC TRAIN LT ROCK PIN SPROLES,TRAIN,AC-Y,ROCK PIN SPROLES,,PIN SPROLES,P,I,11,0,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 014",14,PUNT,4,2,10,-22,0,12,DUAL RT F-JACK H-PUNCH DANCER,DUAL,,F-JACK H-PUNCH DANCER,,PUNCH-H DANCER,P,I,11,19,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 015",15,PUNT,4,3,10,-22,0,12,FLANK RT QK JACK SPACING SLAY,FLANK,,QK JACK SPACING SLAY,,SPACING SLAY,P,I,11,3,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 016",16,MISSED FG,5,0,10,-25,55,12,(P) TRAIN LT OFF LION OLY (CK. N. BIKINI),TRAIN,,N. SPEEDO,SPEEDO,,R,,6,21,Y
"09 NCCR OFF vs. OKTU (11/04/23), Play 017",17,MISSED FG,5,1,10,20,-1,12,(P) TRAIN LT OFF LION OLY,TRAIN,,LION OLY,BEAR-LION OMAR,,R,,6,6,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 018",18,MISSED FG,5,2,11,21,0,12,BUMP TRIPS RT OX N. SPRINTY MAX SHOW OMAR HOG,TRIPS,,N. SPRINTY MAX SHOW OMAR HOG,,HOG,P,I,6,19,N
"09 NCCR OFF vs. OKTU (11/04/23), Play 019",19,MISSED FG,5,3,11,21,0,13-Z,TRIPS RT TITE X-SHIFT BEETLE FADE,TRIPS,SHIFT-X,BEETLE FADE,BEETLE-SPIDER,FADE,P,I,11,18,N
