Name,Play Number,QB Comment,Series,Down,Distance,Field Position,Gain,Personnel,The_Play,Formation,Motion,Play,Run Concept,Pass Concept,R/P,Pass Result,QB#,J#,EFF
"01 NCCR OFF vs. MDUN (09/09/23), Play 001",1,TOUCHDOWN,1,0,10,-25,4,11,TRAIN LT OX FLASH AKRON EDGE,TRAIN,,AKRON EDGE,CLEVELAND-AKRON EDGE,,R,,4,4,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 002",2,TOUCHDOWN,1,2,6,-29,6,23,(P) FIB Z-TANGO LT BILLY S. CINCY EDGE Z-BOSS,TANGO,,S. CINCY EDGE Z-BOSS,CINCY EDGE BOSS,,R,,4,1,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 003",3,TOUCHDOWN,1,1,10,-35,9,21,TROUBLE LT H-IN S. PITT COVER Z-CRACK,TROUBLE,IN-H,S. PITT COVER Z-CRACK,PITT COVER,,R,,4,0,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 004",4,TOUCHDOWN,1,2,1,-44,8,21,NINER THURSDAY (CK. BEETLE FOLLOW),TRAIN,,BEETLE FOLLOW,BEETLE-SPIDER FOLLOW,,R,,4,4,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 005",5,TOUCHDOWN,1,1,10,48,48,21,H-TORCH RT H-IN S. GOLFER SAIL,TORCH,IN-H,S. GOLFER SAIL,,GOLFER SAIL,P,C,4,12,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 006",6,PUNT,2,0,10,-40,9,12,(U) Y-IN FAR RT NASTY N. CINCY,FAR,IN-Y,N. CINCY,CINCY,,R,,4,1,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 007",7,PUNT,2,2,1,-49,3,12,TRIPS RT OX BEETLE FOLLOW,TRIPS,,BEETLE FOLLOW,BEETLE-SPIDER FOLLOW,,R,,4,4,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 008",8,PUNT,2,1,10,48,-1,12,SHUFFLE DEUCE RT SLOT N. CINCY,DEUCE,,N. CINCY,CINCY,,R,,4,1,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 009",9,PUNT,2,2,11,49,0,12,TROLLY LT OX TEQUILA (CK. WOLF BIBLE),TROLLY,,WOLF BIBLE,WOLF-JAGUAR BIBLE,,R,,4,0,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 010",10,PUNT,2,3,11,49,,11,DAFFY LT Y-IN LOAD Y-DELAY STAR,DAFFY,IN-Y,LOAD Y-DELAY STAR,,DELAY-Y STAR,X,,4,,X
"01 NCCR OFF vs. MDUN (09/09/23), Play 011",11,,2,3,16,-46,7,11,DAFFY LT Y-IN LOAD Y-DELAY STAR,DAFFY,IN-Y,LOAD Y-DELAY STAR,,DELAY-Y STAR,P,C,4,83,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 012",12,PUNT,3,0,10,-35,1,21,ROCKY FIB FRISCO RT A N. Q-PITT,FRISCO,,N. Q-PITT,PITT Q,,R,,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 013",13,PUNT,3,2,9,-36,1,21,SHUFFLE NEAR LT S. PITT,NEAR,,S. PITT,PITT,,R,,4,13,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 014",14,PUNT,3,3,8,-37,8,11,PEEK DOLPHIN LT F-JACK Z-BULLS,DOLPHIN,,F-JACK Z-BULLS,,BULLS-Z,P,SC,4,19,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 015",15,PUNT,3,1,10,-45,0,12,TRIPS LT OX SPIDER FOLLOW,TRIPS,,SPIDER FOLLOW,BEETLE-SPIDER FOLLOW,,R,,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 016",16,PUNT,3,2,10,-45,2,12,FLANK LT H-CREEP TIGER EDGE,FLANK,CREEP-H,TIGER EDGE,BENGAL-TIGER EDGE,,R,,4,13,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 017",17,PUNT,3,3,8,-47,0,12,PEEK TROLLY LT QR-TIGER,TROLLY,,QR-TIGER,BENGAL-TIGER QR,,R,,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 018",18,PUNT,4,0,10,-25,9,13-F,(P) DEUCE LT NASTY SPIDER SLICE,DEUCE,,SPIDER SLICE,BEETLE-SPIDER SLICE,,R,,4,1,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 019",19,PUNT,4,2,1,-34,6,13-F,(P) DEUCE LT NASTY SPIDER SLICE,DEUCE,,SPIDER SLICE,BEETLE-SPIDER SLICE,,R,,4,0,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 020",20,PUNT,4,1,10,-40,5,12,TROLLY RT SQUEEZE Z-JET N. Q-TAXI R-CUT,TROLLY,JET-Z,N. Q TAXI R-CUT,TAXI Q CUT R,,R,,4,4,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 021",21,PUNT,4,2,5,-45,0,12,(P) FIB TRIX RT X-IN S. TEXAS MAX Z-SURF,TRIX,IN-X,S. TEXAS MAX Z-SURF,,SURF-Z,P,I,4,19,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 022",22,PUNT,4,3,5,-45,-3,11,PEEK DOLPHIN RT F-JILL Z-BULLS,DOLPHIN,,F-JILL Z-BULLS,,BULLS-Z,P,SACK,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 023",23,DOWNS,5,0,10,-25,3,13-F,(P) FLANK LT TITE H-CREEP N. CINCY EDGE,FLANK,CREEP-H,N. CINCY EDGE,CINCY EDGE,,R,,4,1,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 024",24,DOWNS,5,2,7,-28,20,12,TROUBLE LT H-IN S. PITT COVER Z-CRACK,TROUBLE,IN-H,S. PITT COVER Z-CRACK,PITT COVER,,R,,4,4,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 025",25,,5,1,10,-48,,12,(U) TRIPS RT Z-IN N. PITT VEGAS Y-SHALLOW X-STUTTER,TRIPS,IN-Z,N. PITT VEGAS Y-SHALLOW X-STUTTER,,SHALLOW-Y STUTTER-X,X,,4,,
"01 NCCR OFF vs. MDUN (09/09/23), Play 026",26,DOWNS,5,1,15,-43,2,12,(P) DEUCE LT Z-JET SPIDER VEGAS Y-CULDESAC,DEUCE,JET-Z,SPIDER VEGAS Y-CULDESAC,,,P,C,4,18,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 027",27,DOWNS,5,2,13,-45,0,12,FLANK LT N. TEXAS MAX Z-CAFE,FLANK,,N. TEXAS MAX Z-CAFE,,CAFE-Z,P,I,4,13,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 028",28,DOWNS,5,3,13,-45,9,11,TROLLY RT FLY N. ERASER,TROLLY,,N. ERASER,PENCIL-PAPER,ERASER,R,,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 029",29,,5,4,4,46,0,12,FLANK LT THURSDAY,FLANK,,THURSDAY,,,X,,4,,
"01 NCCR OFF vs. MDUN (09/09/23), Play 030",30,PUNT,6,0,10,-28,9,12,FIB DEUCE LT SLOT Z-BOMBER SPIDER SLICE,DEUCE,BOMBER-Z,SPIDER SLICE,BEETLE-SPIDER SLICE,,R,,4,1,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 031",31,PUNT,6,2,1,-37,8,12,HAC DEUCE RT SLOT THURSDAY,DEUCE,AC-H,THURSDAY,,,P,C,4,10,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 032",32,PUNT,6,1,10,-45,1,12,HAC DEUCE LT SLOT THURSDAY (CK. (P) S. CINCY),DEUCE,AC-H,S. CINCY,CINCY,,R,,4,1,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 033",33,PUNT,6,2,9,-46,0,12,TRAIN RT OFF FRIDAY LIZZY SUN,TRAIN,,LIZZY SUN,,SUN,P,I,4,12,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 034",34,PUNT,6,3,9,-46,-5,11,DAFFY LT Y-IN LOAD Y-DELAY STAR,DAFFY,,LOAD Y-DELAY STAR,,DELAY-Y STAR,P,SACK,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 035",35,PUNT,7,0,10,-20,16,12,(P) DEUCE RT OFF CLASSY BEETLE RENO H-TRAIL,DEUCE,,BEETLE RENO H-TRAIL,,,P,C,4,18,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 036",36,PUNT,7,1,10,-36,2,12,NINER BUG,TRAIN,,NINER BUG,BEETLE-SPIDER QK,,R,,4,1,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 037",37,PUNT,7,2,8,-38,0,21,(P) FIB DEUCE LT SLOT Z-BOMBER SPIDER SLICE,DEUCE,BOMBER-Z,SPIDER SLICE,BEETLE-SPIDER SLICE,,R,,4,0,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 038",38,PUNT,7,3,8,-38,-3,11,TROLLY LT TEQUILA (CK. ROCK PIN SPROLES),TROLLY,,ROCK PIN SPROLES,,PIN SPROLES,P,SACK,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 039",39,INTERCEPTION,8,0,10,-25,11,21,(U) FIB TRIPS LT Z-IN S. PITT VEGAS Y-SHALLOW X-STUTTER,TRIPS,IN-Z,S. PITT VEGAS Y-SHALLOW X-STUTTER,,SHALLOW-Y STUTTER-X,P,C,4,18,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 040",40,INTERCEPTION,8,1,10,-36,-7,12,DOT RT JACK Y-PUNCH DANCER,DOT,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,SACK,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 041",41,INTERCEPTION,8,2,17,-29,48,12,Z-TANGO RT SQUEEZE THURSDAY (CK. JACK Y-MESH),TANGO,,JACK Y-MESH,,MESH-Y,P,SR,4,4,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 042",42,,8,1,10,23,0,21,FIB DEUCE RT SLOT Z-BOMBER BEETLE SLICE,DEUCE,BOMBER-Z,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,4,1,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 043",43,INTERCEPTION,8,2,15,28,,12,H-TORCH LT H-IN N. GOLFER SAIL,TORCH,IN-H,N. GOLFER SAIL,,SAIL,P,INT,4,18,
"01 NCCR OFF vs. MDUN (09/09/23), Play 044",44,FUMBLE,9,0,10,-25,0,12,FIB DOT RT CLASSY S. TEXAS Z-DIG H-TSUNAMI,DOT,,S. TEXAS Z-DIG H-TSUNAMI,,DIG-Z TSUNAMI-H,P,I,4,1,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 045",45,FUMBLE,9,2,10,-25,16,12,FLANK LT LOAD U-TURN LOOKIE,FLANK,,LOAD U-TURN LOOKIE,,U-TURN LOOKIE,P,C,4,19,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 046",46,FUMBLE,9,1,10,-41,0,12,FLANK LT CLASSY LOAD Z-RAILROAD,FLANK,,LOAD Z-RAILROAD,,RAILROAD-Z,P,I,4,86,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 047",47,,9,2,10,-41,,12,DOT LT JILL Y-PUNCH DANCER,DOT,,JILL Y-PUNCH DANCER,,PUNCH-Y DANCER,P,X,4,12,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 048",48,FUMBLE,9,1,10,44,0,12,DOT LT JILL Y-PUNCH DANCER,DOT,,JILL Y-PUNCH DANCER,,PUNCH-Y DANCER,P,I,4,0,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 049",49,FUMBLE,9,2,10,44,-2,12,TROLLY RT FLY N. ERASER,TROLLY,,N. ERASER,PENCIL-PAPER,ERASER,R,,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 050",50,FUMBLE,9,3,12,46,-5,12,TRAIN RT OFF THURSDAY (CK. BEETLE STRAIGHT),TRAIN,,BEETLE STRAIGHT,BEETLE-SPIDER,,R,,4,4,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 051",51,TOUCHDOWN,10,0,10,-25,12,12,FLANK LT QK JILL SPACING LOOKIE,FLANK,,QK JILL SPACING LOOKIE,,SPACING LOOKIE,P,C,11,19,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 052",52,TOUCHDOWN,10,1,10,-37,5,12,DOT RT CLASSY QK JACK SPACING HERO,DOT,,QK JACK SPACING HERO,,SPACING HERO,P,C,11,12,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 053",53,TOUCHDOWN,10,2,5,-42,0,12,TRIPS RT BEETLE,TRIPS,,BEETLE,BEETLE-SPIDER,,R,,11,0,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 054",54,TOUCHDOWN,10,3,5,-42,3,12,BUMP FLANK RT CLASSY ROCK Z-RAILROAD,FLANK,,ROCK Z-RAILROAD,,RAILROAD-Z,P,C,11,19,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 055",55,TOUCHDOWN,10,4,2,-45,16,12,BUMP FLANK RT CLASSY ROCK U-TURN LOOKIE,FLANK,,ROCK U-TURN LOOKIE,,U-TURN LOOKIE,P,C,11,12,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 056",56,TOUCHDOWN,10,1,10,39,37,12,DOT LT JILL Y-PUNCH DANCER,DOT,,JILL Y-PUNCH DANCER,,PUNCH-Y DANCER,P,C,11,12,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 057",57,TOUCHDOWN,10,1,2,2,0,12,TRIPS RT OX THURSDAY (CK. F-S. SPEEDO),TRIPS,,F-S. SPEEDO,SPEEDO,,R,,11,11,N
"01 NCCR OFF vs. MDUN (09/09/23), Play 058",58,TOUCHDOWN,10,2,2,2,1,13-F,(P) DOT LT SLOT Z-PLANE ROACH Z-SLICE,DOT,PLANE-Z,ROACH Z-SLICE,ROACH-LEECH SLICE,,R,,11,28,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 059",59,TOUCHDOWN,10,3,1,1,1,13-F,(P) DOT LT SLOT Z-PLANE ROACH Z-SLICE,DOT,PLANE-Z,ROACH Z-SLICE,ROACH-LEECH SLICE,,R,,11,28,Y
"01 NCCR OFF vs. MDUN (09/09/23), Play 060",60,,10,5,3,3,0,11,TRAIN RT 1 R-HOME JILL BRANCH SLICK,TRAIN,,JILL BRANCH SLICK,,BRANCH SLICK,P,SI,11,19,N
"01 NCCR OFF vs. SCST (09/02/23), Play 001",1,PUNT,1,0,10,-34,-2,11,DAFFY RT Y-IN IRON,DAFFY,IN-Y,IRON,IRON-STEEL,,R,,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 002",2,PUNT,1,2,12,-32,-3,11,DOLPHIN RT FLY S. ERASER,DOLPHIN,,S. ERASER,PENCIL-PAPER,ERASER,P,,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 003",3,PUNT,1,3,15,-29,11,11,DAFFY LT THURSDAY (Y-IN JILL MARS ANKLE),DAFFY,IN-Y,JILL MARS ANKLE,,MARS ANKLE,P,,4,10,N
"01 NCCR OFF vs. SCST (09/02/23), Play 004",4,PUNT,2,0,10,-25,-2,11,(U) FIB DBL RT OFF H-JET WOLF GARBAGE Z-CRACK,DBL,JET-H,WOLF GARBAGE Z-CRACK,WOLF-JAGUAR SWEEP,,R,,4,10,N
"01 NCCR OFF vs. SCST (09/02/23), Play 005",5,PUNT,2,2,12,-23,4,11F,DUO RT NASTY SPIDER CUT HERO,DUO,,SPIDER CUT HERO,BEETLE-SPIDER CUT,HERO,R,,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 006",6,,,3,8,-27,,11,BUMP TROLLY LT THURSDAY,TROLLY,,THURSDAY,,,X,,4,,
"01 NCCR OFF vs. SCST (09/02/23), Play 007",7,PUNT,2,3,13,-22,9,11,TROLLY LT Y-PLANE BEETLE CUT,TROLLY,PLANE-Y,BEETLE CUT,BEETLE-SPIDER CUT,,R,,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 008",8,INTERCEPTION,3,0,10,-10,7,21,(U) TRIPS LT Z-CAN S. PITT,TRIPS,CAN-Z,S. PITT,PITT,,X,,4,28,N
"01 NCCR OFF vs. SCST (09/02/23), Play 009",9,INTERCEPTION,3,2,13,-7,5,21,(U) TRIPS LT Z-CAN S. PITT,TRIPS,CAN-Z,S. PITT,PITT,,R,,4,28,N
"01 NCCR OFF vs. SCST (09/02/23), Play 010",10,INTERCEPTION,3,3,8,-12,0,11,BUMP DUAL RT CLASSY ROCK H-RAILROAD,DUAL,,ROCK H-RAILROAD,,RAILROAD-H,P,INT,4,10,N
"01 NCCR OFF vs. SCST (09/02/23), Play 011",11,TOUCHDOWN,4,0,10,-31,4,21,STEP DEUCE RT SLOT BEETLE SLICE,DEUCE,STEP,BEETLE SLICE,BEETLE-SPIDER SLICE,,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 012",12,TOUCHDOWN,4,2,6,-35,14,21,FLEX RT H-IN N. PITT HERO,FLEX,IN-H,N. PITT HERO,PITT,HERO,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 013",13,TOUCHDOWN,4,1,10,-49,12,21,FLEX RT H-IN N. PITT HERO,FLEX,IN-H,N. PITT HERO,PITT,HERO,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 014",14,TOUCHDOWN,4,1,10,39,7,21,FLEX RT H-IN N. PITT HERO,FLEX,IN-H,N. PITT HERO,PITT,HERO,R,,4,13,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 015",15,TOUCHDOWN,4,2,3,32,22,21,FLEX RT H-IN BEETLE STRAIGHT CRACK,FLEX,IN-H,BEETLE STRAIGHT CRACK,BEETLE-SPIDER,,R,,4,4,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 016",16,TOUCHDOWN,4,1,10,10,7,21,DEUCE RT Z-PLANE LEECH Z-SLICE,DEUCE,PLANE-Z,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,4,13,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 017",17,TOUCHDOWN,4,2,3,3,1,21,DEUCE RT Z-PLANE LEECH Z-SLICE,DEUCE,PLANE-Z,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,4,1,N
"01 NCCR OFF vs. SCST (09/02/23), Play 018",18,,4,3,2,2,,21,DEUCE RT SLOT THURSDAY,DEUCE,,THURSDAY,,,X,DEF PENALTY,4,19,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 019",19,TOUCHDOWN,4,3,1,1,1,12,(PEEK) DEUCE RT SLOT LION OLY,DEUCE,,LION OLY,BEAR-LION OMAR,,R,,4,4,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 020",20,TOUCHDOWN,5,0,10,-25,8,21,DEUCE LT SLOT LEECH MIKE,DEUCE,,LEECH MIKE,ROACH-LEECH MIKE,,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 021",21,TOUCHDOWN,5,2,2,-33,1,21,FLEX LT H-IN SPIDER STRAIGHT CRACK,FLEX,IN-H,SPIDER STRAIGHT CRACK,BEETLE-SPIDER,,P,,4,81,N
"01 NCCR OFF vs. SCST (09/02/23), Play 022",22,TOUCHDOWN,5,3,1,-34,16,21,NINER BUG,TRAIN,,NINER BUG,BEETLE-SPIDER QK,,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 023",23,,5,1,10,50,,12,DEUCE RT SLOT S. CALI GRONK GOAT,DEUCE,,S. CALI GRONK GOAT,,GRONK GOAT,X,,4,4,N
"01 NCCR OFF vs. SCST (09/02/23), Play 024",24,TOUCHDOWN,5,1,10,50,-2,21,DEUCE RT SLOT ROACH MIKE,DEUCE,,ROACH MIKE,ROACH-LEECH MIKE,,R,,4,28,N
"01 NCCR OFF vs. SCST (09/02/23), Play 025",25,TOUCHDOWN,5,2,12,-48,,11,DAFFY RT FLY LOAD SLOP R-SWING,DAFFY,,LOAD SLOP R-SWING,,SLOP SWING-R,X,,4,28,N
"01 NCCR OFF vs. SCST (09/02/23), Play 026",26,TOUCHDOWN,5,2,20,-40,15,11,DUAL LT OFF NASTY STEEL Z-POP,DUAL,,STEEL Z-POP,IRON-STEEL,,P,,4,19,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 027",27,,5,3,5,45,,11,DOLPHIN LT THURSDAY,DOLPHIN,,THURSDAY,,,X,DEF PENALTY,4,,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 028",28,TOUCHDOWN,5,1,10,30,10,21,FLEX LT H-IN S. PITT HERO,FLEX,IN-H,S. PITT HERO,PITT,HERO,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 029",29,TOUCHDOWN,5,1,10,20,14,21,FIB FLEX RT H-IN BEETLE STRAIGHT CRACK,FLEX,IN-H,BEETLE STRAIGHT CRACK,BEETLE-SPIDER,,R,,4,4,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 030",30,TOUCHDOWN,5,1,6,6,6,21,DEUCE RT Z-PLANE LEECH Z-SLICE,DEUCE,PLANE-Z,LEECH Z-SLICE,ROACH-LEECH SLICE,,R,,4,1,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 031",31,FIELD GOAL,6,0,10,-18,10,12,FLEX LT H-PLANE LEECH STREET,FLEX,PLANE-H,LEECH STREET,ROACH-LEECH,,P,,4,86,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 032",32,FIELD GOAL,6,1,10,-28,5,12,FLANK RT SQUEEZE QK JACK SPACING X-STICK,FLANK,,QK JACK SPACING X-STICK,,SPACING STICK-X,P,,4,81,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 033",33,FIELD GOAL,6,2,5,-33,16,11,DUAL RT OFF F-JACK BOOT ICE,DUAL,,F-JACK BOOT ICE,,BOOT ICE,P,,4,19,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 034",34,FIELD GOAL,6,1,10,-49,0,11,DUAL RT JACK Y-PUNCH DANCER,DUAL,,JACK Y-PUNCH DANCER,,PUNCH-Y DANCER,P,,4,19,N
"01 NCCR OFF vs. SCST (09/02/23), Play 035",35,FIELD GOAL,6,2,10,-49,8,11,DOLPHIN RT FLY S. ERASER,DOLPHIN,,S. ERASER,PENCIL-PAPER,ERASER,R,,4,4,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 036",36,FIELD GOAL,6,3,2,43,4,11,NINER BUG,TRAIN,,NINER BUG,BEETLE-SPIDER QK,,R,,4,13,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 037",37,FIELD GOAL,6,1,10,39,15,11,DUAL RT OFF F-JACK BOOT ICE,DUAL,,F-JACK BOOT ICE,,BOOT ICE,P,,4,19,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 038",38,FIELD GOAL,6,1,10,24,-6,11,Z-TANGO RT ROCK SMASH CUBE,TANGO,,ROCK SMASH CUBE,,SMASH CUBE,P,SACK,4,4,N
"01 NCCR OFF vs. SCST (09/02/23), Play 039",39,FIELD GOAL,6,2,16,30,3,11,BOOM,DICE,,BOOM,,BOOM,P,,4,18,N
"01 NCCR OFF vs. SCST (09/02/23), Play 040",40,FIELD GOAL,6,3,13,27,0,11,TROLLY LT ROCK PIN SPROLES,TROLLY,,ROACK PIN SPROLES,,PIN SPROLES,P,I,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 041",41,PUNT,7,0,10,-15,2,12,DEUCE LT SLOT LEECH,DEUCE,,LEECH,ROACH-LEECH,,R,,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 042",42,PUNT,7,2,8,-17,-6,12,DEUCE LT SLOT LEECH STRAIGHT,DEUCE,,LEECH STRAIGHT,ROACH-LEECH,,R,,4,4,N
"01 NCCR OFF vs. SCST (09/02/23), Play 043",43,PUNT,7,3,14,-11,7,11,TROLLY RT THURSDAY (Y-PLANE SPIDER CUT),TROLLY,PLANE-Y,SPIDER CUT,BEETLE-SPIDER CUT,,R,,4,0,N
"01 NCCR OFF vs. SCST (09/02/23), Play 044",44,PUNT,8,0,10,-3,0,22-Z,NEAR RT TITE ROACH SLICE,NEAR,,ROACH SLICE,ROACH-LEECH SLICE,,R,,4,13,N
"01 NCCR OFF vs. SCST (09/02/23), Play 045",45,PUNT,8,2,10,-3,1,22-Z,NEAR RT TITE ROACH SLICE,NEAR,,ROACH SLICE,ROACH-LEECH SLICE,,R,,4,1,N
"01 NCCR OFF vs. SCST (09/02/23), Play 046",46,PUNT,8,3,9,-4,-3,12,FLANK LT THURSDAY (LEECH CUT),FLANK,,LEECH CUT,ROACH-LEECH CUT,,R,,4,1,N
"01 NCCR OFF vs. SCST (09/02/23), Play 047",47,MISSED FG,9,0,10,-35,3,11,TRAFFIX LT OFF X-JET WOLF BROOM,TRAFFIX,JET-X,WOLF BROOM,WOLF-JAGUAR SWEEP,,P,,4,12,N
"01 NCCR OFF vs. SCST (09/02/23), Play 048",48,MISSED FG,9,2,7,-38,7,11,FIB DBL RT H-BOMBER IRON,DBL,BOMBER-H,IRON,IRON-STEEL,,R,,4,0,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 049",49,MISSED FG,9,1,10,-45,7,11,(PEEK) Z-TANGO LT SPIDER R-SWEEP Z-BUBBLE (CK SPIDER Z-BUBBLE),TANGO,,SPIDER Z-BUBBLE,BEETLE-SPIDER,,R,,4,0,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 050",50,MISSED FG,9,2,3,48,17,11F,Z-TOXIC RT Y-CREEP WOLF BOB,TOXIC,CREEP-Y,WOLF BOB,WOLF-JAGUAR BOB,,R,,4,0,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 051",51,MISSED FG,9,1,10,31,2,11F,Z-TOXIC LT SPIDER MIKE,TOXIC,,SPIDER MIKE,BEETLE-SPIDER MIKE,,R,,4,1,N
"01 NCCR OFF vs. SCST (09/02/23), Play 052",52,MISSED FG,9,2,8,29,5,11,(U) H-TANGO LT BILLY H-JET JAGUAR GARBAGE,TANGO,JET-H,JAGUAR GARBAGE,WOLF-JAGUAR SWEEP,,R,,4,10,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 053",53,MISSED FG,9,3,3,24,2,11,NINER BUG,TRAIN,,NINER BUG,BEETLE-SPIDER QK,,R,,4,0,N
"01 NCCR OFF vs. SCST (09/02/23), Play 054",54,MISSED FG,9,4,1,21,2,22-Z,DOT LT SLOT Z-IN SNEAKER,DOT,,SNEAKER,SNEAKER,,R,,4,4,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 055",55,MISSED FG,9,1,10,19,5,12,FLEX LT H-IN S. PITT HERO,FLEX,IN-H,S. PITT HERO,PITT,HERO,R,,4,0,Y
"01 NCCR OFF vs. SCST (09/02/23), Play 056",56,MISSED FG,9,2,5,14,1,12,FLEX LT H-PLANE LEECH STREET,FLEX,PLANE-H,LEECH STREET,ROACH-LEECH,,R,,4,0,N
"01 NCCR OFF vs. SCST (09/02/23), Play 057",57,MISSED FG,9,3,4,13,-1,12,YAHOO FLANK LT THURSDAY (QK JILL SPACING X-STICK),FLANK,YAHOO,QK JILL SPACING X-STICK,,SPACING SLAY,P,SACK,4,4,N
"01 NCCR OFF vs. SCST (09/02/23), Play 058",58,TOUCHDOWN,10,0,10,50,3,21,(U) TRIPS RT Z-CAN N. PITT,TRIPS,CAN-Z,N. PITT,PITT,,R,,4,28,N
"01 NCCR OFF vs. SCST (09/02/23), Play 059",59,TOUCHDOWN,10,2,7,47,11,21,FIB THIEF LT BILLY Z-TOPGUN LEECH CUT X-STICK,THIEF,TOPGUN-Z,LEECH CUT X-STICK,ROACH-LEECH CUT,STICK-X,P,,4,2,Y
